2023-11-17 13:17:25,680 INFO    StreamThr :2116491 [internal.py:wandb_internal():86] W&B internal server running at pid: 2116491, started at: 2023-11-17 13:17:25.679282
2023-11-17 13:17:25,682 DEBUG   HandlerThread:2116491 [handler.py:handle_request():146] handle_request: status
2023-11-17 13:17:25,686 INFO    WriterThread:2116491 [datastore.py:open_for_write():85] open: /home/ubuntu/falcon/gti_repo/LLM-as-a-Service/Ray_demo/llmAPI/wandb/run-20231117_131725-x465oae7/run-x465oae7.wandb
2023-11-17 13:17:25,686 DEBUG   SenderThread:2116491 [sender.py:send():380] send: header
2023-11-17 13:17:25,688 DEBUG   SenderThread:2116491 [sender.py:send():380] send: run
2023-11-17 13:17:26,344 INFO    SenderThread:2116491 [dir_watcher.py:__init__():211] watching files in: /home/ubuntu/falcon/gti_repo/LLM-as-a-Service/Ray_demo/llmAPI/wandb/run-20231117_131725-x465oae7/files
2023-11-17 13:17:26,344 INFO    SenderThread:2116491 [sender.py:_start_run_threads():1122] run started: x465oae7 with start time 1700227045.679061
2023-11-17 13:17:26,357 DEBUG   HandlerThread:2116491 [handler.py:handle_request():146] handle_request: check_version
2023-11-17 13:17:26,357 DEBUG   SenderThread:2116491 [sender.py:send_request():407] send_request: check_version
2023-11-17 13:17:26,451 DEBUG   HandlerThread:2116491 [handler.py:handle_request():146] handle_request: run_start
2023-11-17 13:17:26,460 DEBUG   HandlerThread:2116491 [system_info.py:__init__():32] System info init
2023-11-17 13:17:26,460 DEBUG   HandlerThread:2116491 [system_info.py:__init__():47] System info init done
2023-11-17 13:17:26,460 INFO    HandlerThread:2116491 [system_monitor.py:start():194] Starting system monitor
2023-11-17 13:17:26,461 INFO    SystemMonitor:2116491 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-17 13:17:26,461 INFO    HandlerThread:2116491 [system_monitor.py:probe():214] Collecting system info
2023-11-17 13:17:26,461 INFO    SystemMonitor:2116491 [interfaces.py:start():190] Started cpu monitoring
2023-11-17 13:17:26,462 INFO    SystemMonitor:2116491 [interfaces.py:start():190] Started disk monitoring
2023-11-17 13:17:26,463 INFO    SystemMonitor:2116491 [interfaces.py:start():190] Started gpu monitoring
2023-11-17 13:17:26,464 INFO    SystemMonitor:2116491 [interfaces.py:start():190] Started memory monitoring
2023-11-17 13:17:26,465 INFO    SystemMonitor:2116491 [interfaces.py:start():190] Started network monitoring
2023-11-17 13:17:26,478 DEBUG   HandlerThread:2116491 [system_info.py:probe():196] Probing system
2023-11-17 13:17:26,481 DEBUG   HandlerThread:2116491 [system_info.py:_probe_git():181] Probing git
2023-11-17 13:17:26,488 DEBUG   HandlerThread:2116491 [system_info.py:_probe_git():189] Probing git done
2023-11-17 13:17:26,488 DEBUG   HandlerThread:2116491 [system_info.py:probe():244] Probing system done
